R,F,M,r_quartile,f_quartile,m_quartile,RFM_Score,customer_class
192,1,55.0,1,0,0,100,重要客户预警流失客户
211,1,62.78,1,0,0,100,重要客户预警流失客户
47,1,140.04,1,0,0,100,重要客户预警流失客户
271,1,114.45,0,0,0,000,流失客户
455,1,60.17,0,0,0,000,流失客户
201,1,151.53,1,0,0,100,重要客户预警流失客户
495,1,138.98,0,0,0,000,流失客户
413,1,71.82,0,0,0,000,流失客户
265,1,39.63,0,0,0,000,流失客户
280,1,51.66,0,0,0,000,流失客户
127,1,49.22,1,0,0,100,重要客户预警流失客户
389,1,91.18,0,0,0,000,流失客户
233,1,106.85,0,0,0,000,流失客户
43,1,147.52,1,0,0,100,重要客户预警流失客户
13,1,83.87,1,0,0,100,重要客户预警流失客户
403,1,116.94,0,0,0,000,流失客户
315,1,27.68,0,0,0,000,流失客户
36,1,531.16,1,0,1,101,频次深耕客户
583,3,801.81,0,1,1,011,消费潜力客户
11,1,163.45,1,0,0,100,重要客户预警流失客户
170,1,59.34,1,0,0,100,重要客户预警流失客户
482,1,40.86,0,0,0,000,流失客户
212,2,344.2,1,1,1,111,重要价值客户
24,1,70.97,1,0,0,100,重要客户预警流失客户
375,1,69.64,0,0,0,000,流失客户
121,1,40.13,1,0,0,100,重要客户预警流失客户
148,1,88.9,1,0,0,100,重要客户预警流失客户
268,1,65.17,0,0,0,000,流失客户
184,1,152.99,1,0,0,100,重要客户预警流失客户
196,1,101.03,1,0,0,100,重要客户预警流失客户
30,1,1821.82,1,0,1,101,频次深耕客户
259,1,117.85,0,0,0,000,流失客户
84,2,247.19,1,1,1,111,重要价值客户
432,1,66.69,0,0,0,000,流失客户
208,1,103.75,1,0,0,100,重要客户预警流失客户
277,1,131.7,0,0,0,000,流失客户
187,1,103.14,1,0,0,100,重要客户预警流失客户
56,1,143.86,1,0,0,100,重要客户预警流失客户
55,1,69.05,1,0,0,100,重要客户预警流失客户
536,2,334.6,0,1,1,011,消费潜力客户
400,1,74.67,0,0,0,000,流失客户
225,1,105.28,0,0,0,000,流失客户
393,1,72.45,0,0,0,000,流失客户
162,1,117.14,1,0,0,100,重要客户预警流失客户
453,1,117.15,0,0,0,000,流失客户
87,1,185.76,1,0,0,100,重要客户预警流失客户
519,1,106.78,0,0,0,000,流失客户
99,1,24.36,1,0,0,100,重要客户预警流失客户
22,1,806.69,1,0,1,101,频次深耕客户
427,1,124.96,0,0,0,000,流失客户
59,1,87.42,1,0,0,100,重要客户预警流失客户
34,1,78.19,1,0,0,100,重要客户预警流失客户
166,1,381.86,1,0,1,101,频次深耕客户
172,1,913.65,1,0,1,101,频次深耕客户
562,2,254.08,0,1,1,011,消费潜力客户
120,1,102.88,1,0,0,100,重要客户预警流失客户
142,1,218.08,1,0,1,101,频次深耕客户
199,1,36.36,1,0,0,100,重要客户预警流失客户
413,1,144.41,0,0,0,000,流失客户
55,2,228.94,1,1,1,111,重要价值客户
183,1,45.0,1,0,0,100,重要客户预警流失客户
271,1,658.22,0,0,1,001,新客户
351,1,77.41,0,0,0,000,流失客户
277,1,66.67,0,0,0,000,流失客户
225,1,98.56,0,0,0,000,流失客户
467,1,106.06,0,0,0,000,流失客户
209,1,35.77,1,0,0,100,重要客户预警流失客户
22,1,60.42,1,0,0,100,重要客户预警流失客户
142,2,38.47,1,1,0,110,高消费唤醒客户
319,1,22.78,0,0,0,000,流失客户
296,1,41.41,0,0,0,000,流失客户
307,1,71.04,0,0,0,000,流失客户
148,1,538.54,1,0,1,101,频次深耕客户
399,1,60.85,0,0,0,000,流失客户
508,2,206.87,0,1,1,011,消费潜力客户
164,1,42.38,1,0,0,100,重要客户预警流失客户
174,1,408.9,1,0,1,101,频次深耕客户
146,1,29.22,1,0,0,100,重要客户预警流失客户
192,1,167.07,1,0,0,100,重要客户预警流失客户
291,1,232.53,0,0,1,001,新客户
118,1,227.05,1,0,1,101,频次深耕客户
97,1,157.81,1,0,0,100,重要客户预警流失客户
400,2,66.79,0,1,0,010,一般客户
50,1,298.18,1,0,1,101,频次深耕客户
328,2,56.79,0,1,0,010,一般客户
80,1,128.27,1,0,0,100,重要客户预警流失客户
90,1,121.76,1,0,0,100,重要客户预警流失客户
289,1,53.27,0,0,0,000,流失客户
450,1,61.0,0,0,0,000,流失客户
278,2,221.92,0,1,1,011,消费潜力客户
393,1,33.68,0,0,0,000,流失客户
353,1,85.22,0,0,0,000,流失客户
353,1,581.3,0,0,1,001,新客户
230,1,44.0,0,0,0,000,流失客户
239,1,234.46,0,0,1,001,新客户
19,1,858.65,1,0,1,101,频次深耕客户
196,1,142.44,1,0,0,100,重要客户预警流失客户
291,1,47.74,0,0,0,000,流失客户
174,1,47.13,1,0,0,100,重要客户预警流失客户
168,1,279.65,1,0,1,101,频次深耕客户
235,1,59.24,0,0,0,000,流失客户
299,4,649.6,0,1,1,011,消费潜力客户
234,1,296.61,0,0,1,001,新客户
460,1,67.5,0,0,0,000,流失客户
66,1,157.11,1,0,0,100,重要客户预警流失客户
137,3,523.98,1,1,1,111,重要价值客户
33,1,41.85,1,0,0,100,重要客户预警流失客户
34,1,68.52,1,0,0,100,重要客户预警流失客户
272,1,121.91,0,0,0,000,流失客户
75,2,549.08,1,1,1,111,重要价值客户
146,2,235.16,1,1,1,111,重要价值客户
109,1,345.79,1,0,1,101,频次深耕客户
396,1,51.78,0,0,0,000,流失客户
276,5,601.75,0,1,1,011,消费潜力客户
418,2,109.84,0,1,0,010,一般客户
131,1,177.5,1,0,0,100,重要客户预警流失客户
285,1,320.73,0,0,1,001,新客户
214,1,51.34,1,0,0,100,重要客户预警流失客户
178,1,165.7,1,0,0,100,重要客户预警流失客户
544,1,1534.58,0,0,1,001,新客户
187,1,37.77,1,0,0,100,重要客户预警流失客户
260,1,37.9,0,0,0,000,流失客户
212,1,72.15,1,0,0,100,重要客户预警流失客户
234,1,134.01,0,0,0,000,流失客户
7,1,54.21,1,0,0,100,重要客户预警流失客户
330,1,187.75,0,0,0,000,流失客户
246,1,93.87,0,0,0,000,流失客户
401,1,33.69,0,0,0,000,流失客户
166,1,250.53,1,0,1,101,频次深耕客户
176,1,140.38,1,0,0,100,重要客户预警流失客户
250,1,198.67,0,0,0,000,流失客户
281,1,160.76,0,0,0,000,流失客户
337,1,167.39,0,0,0,000,流失客户
28,1,106.49,1,0,0,100,重要客户预警流失客户
30,1,40.27,1,0,0,100,重要客户预警流失客户
286,2,390.36,0,1,1,011,消费潜力客户
450,1,66.65,0,0,0,000,流失客户
133,1,28.03,1,0,0,100,重要客户预警流失客户
45,1,288.08,1,0,1,101,频次深耕客户
408,1,231.67,0,0,1,001,新客户
469,1,59.0,0,0,0,000,流失客户
419,1,117.13,0,0,0,000,流失客户
440,1,44.72,0,0,0,000,流失客户
28,1,214.05,1,0,1,101,频次深耕客户
303,1,245.36,0,0,1,001,新客户
195,1,134.59,1,0,0,100,重要客户预警流失客户
15,1,37.95,1,0,0,100,重要客户预警流失客户
15,1,46.48,1,0,0,100,重要客户预警流失客户
530,1,56.42,0,0,0,000,流失客户
267,1,65.09,0,0,0,000,流失客户
378,1,297.27,0,0,1,001,新客户
121,1,24.13,1,0,0,100,重要客户预警流失客户
430,1,73.47,0,0,0,000,流失客户
400,1,50.1,0,0,0,000,流失客户
468,1,132.02,0,0,0,000,流失客户
110,1,104.61,1,0,0,100,重要客户预警流失客户
296,1,173.13,0,0,0,000,流失客户
131,2,173.16,1,1,0,110,高消费唤醒客户
143,2,1137.0,1,1,1,111,重要价值客户
151,1,39.96,1,0,0,100,重要客户预警流失客户
258,1,62.59,0,0,0,000,流失客户
78,1,84.58,1,0,0,100,重要客户预警流失客户
257,1,128.94,0,0,0,000,流失客户
77,2,128.57,1,1,0,110,高消费唤醒客户
223,1,36.0,0,0,0,000,流失客户
530,2,538.44,0,1,1,011,消费潜力客户
550,4,215.84,0,1,1,011,消费潜力客户
228,2,918.92,0,1,1,011,消费潜力客户
499,2,126.94999999999999,0,1,0,010,一般客户
189,1,196.78,1,0,0,100,重要客户预警流失客户
182,1,135.6,1,0,0,100,重要客户预警流失客户
74,1,130.88,1,0,0,100,重要客户预警流失客户
24,1,165.11,1,0,0,100,重要客户预警流失客户
83,1,138.62,1,0,0,100,重要客户预警流失客户
491,1,273.98,0,0,1,001,新客户
321,1,42.4,0,0,0,000,流失客户
71,2,449.68,1,1,1,111,重要价值客户
307,1,100.24,0,0,0,000,流失客户
535,1,173.74,0,0,0,000,流失客户
692,1,152.12,0,0,0,000,流失客户
114,1,346.27,1,0,1,101,频次深耕客户
276,1,197.82,0,0,0,000,流失客户
57,1,136.52,1,0,0,100,重要客户预警流失客户
179,5,2070.0,1,1,1,111,重要价值客户
371,1,118.01,0,0,0,000,流失客户
569,1,59.73,0,0,0,000,流失客户
27,1,99.05,1,0,0,100,重要客户预警流失客户
183,1,119.93,1,0,0,100,重要客户预警流失客户
278,1,37.0,0,0,0,000,流失客户
211,2,246.5,1,1,1,111,重要价值客户
187,3,521.01,1,1,1,111,重要价值客户
363,1,76.08,0,0,0,000,流失客户
314,1,419.04,0,0,1,001,新客户
288,1,45.53,0,0,0,000,流失客户
282,1,322.58,0,0,1,001,新客户
43,1,47.29,1,0,0,100,重要客户预警流失客户
345,1,228.71,0,0,1,001,新客户
280,1,546.65,0,0,1,001,新客户
236,1,157.28,0,0,0,000,流失客户
271,1,135.08,0,0,0,000,流失客户
523,1,57.51,0,0,0,000,流失客户
351,1,61.73,0,0,0,000,流失客户
113,1,322.8,1,0,1,101,频次深耕客户
442,1,56.53,0,0,0,000,流失客户
592,1,49.01,0,0,0,000,流失客户
61,1,34.8,1,0,0,100,重要客户预警流失客户
261,1,382.14,0,0,1,001,新客户
360,1,182.98,0,0,0,000,流失客户
100,1,49.39,1,0,0,100,重要客户预警流失客户
177,1,166.47,1,0,0,100,重要客户预警流失客户
226,1,121.09,0,0,0,000,流失客户
582,1,181.84,0,0,0,000,流失客户
58,1,53.92,1,0,0,100,重要客户预警流失客户
478,1,144.07,0,0,0,000,流失客户
33,1,30.68,1,0,0,100,重要客户预警流失客户
164,1,92.44,1,0,0,100,重要客户预警流失客户
478,1,267.41,0,0,1,001,新客户
161,1,54.35,1,0,0,100,重要客户预警流失客户
39,2,463.76,1,1,1,111,重要价值客户
187,1,208.14,1,0,1,101,频次深耕客户
39,1,325.37,1,0,1,101,频次深耕客户
348,1,157.32,0,0,0,000,流失客户
146,1,46.13,1,0,0,100,重要客户预警流失客户
30,1,174.21,1,0,0,100,重要客户预警流失客户
335,1,92.57,0,0,0,000,流失客户
274,1,137.99,0,0,0,000,流失客户
688,1,55.6,0,0,0,000,流失客户
160,1,51.21,1,0,0,100,重要客户预警流失客户
61,1,130.73,1,0,0,100,重要客户预警流失客户
381,1,37.53,0,0,0,000,流失客户
480,1,160.53,0,0,0,000,流失客户
264,2,316.85,0,1,1,011,消费潜力客户
23,1,128.17,1,0,0,100,重要客户预警流失客户
169,1,19.64,1,0,0,100,重要客户预警流失客户
468,1,94.3,0,0,0,000,流失客户
402,1,80.72,0,0,0,000,流失客户
175,1,214.76,1,0,1,101,频次深耕客户
273,1,170.28,0,0,0,000,流失客户
281,1,48.69,0,0,0,000,流失客户
281,1,158.13,0,0,0,000,流失客户
137,1,387.37,1,0,1,101,频次深耕客户
112,1,42.78,1,0,0,100,重要客户预警流失客户
382,1,105.71,0,0,0,000,流失客户
454,1,62.47,0,0,0,000,流失客户
273,1,41.75,0,0,0,000,流失客户
62,1,186.1,1,0,0,100,重要客户预警流失客户
121,1,199.29,1,0,0,100,重要客户预警流失客户
130,1,58.22,1,0,0,100,重要客户预警流失客户
142,1,56.71,1,0,0,100,重要客户预警流失客户
81,1,58.13,1,0,0,100,重要客户预警流失客户
141,1,52.53,1,0,0,100,重要客户预警流失客户
385,1,201.45,0,0,0,000,流失客户
534,2,333.0,0,1,1,011,消费潜力客户
395,3,495.0,0,1,1,011,消费潜力客户
383,1,77.57,0,0,0,000,流失客户
349,1,64.0,0,0,0,000,流失客户
105,1,145.79,1,0,0,100,重要客户预警流失客户
133,1,113.49,1,0,0,100,重要客户预警流失客户
126,1,117.96,1,0,0,100,重要客户预警流失客户
365,1,37.28,0,0,0,000,流失客户
106,1,109.75,1,0,0,100,重要客户预警流失客户
202,1,204.83,1,0,1,101,频次深耕客户
414,1,202.62,0,0,1,001,新客户
309,2,245.56,0,1,1,011,消费潜力客户
147,3,479.84999999999997,1,1,1,111,重要价值客户
277,1,54.79,0,0,0,000,流失客户
478,2,572.6,0,1,1,011,消费潜力客户
121,1,160.5,1,0,0,100,重要客户预警流失客户
577,1,87.9,0,0,0,000,流失客户
208,2,200.2,1,1,0,110,高消费唤醒客户
456,1,1076.45,0,0,1,001,新客户
328,1,769.59,0,0,1,001,新客户
165,1,347.56,1,0,1,101,频次深耕客户
29,1,90.17,1,0,0,100,重要客户预警流失客户
245,1,48.24,0,0,0,000,流失客户
538,1,82.7,0,0,0,000,流失客户
41,1,130.09,1,0,0,100,重要客户预警流失客户
181,1,64.1,1,0,0,100,重要客户预警流失客户
151,1,453.92,1,0,1,101,频次深耕客户
358,2,234.72,0,1,1,011,消费潜力客户
317,1,190.37,0,0,0,000,流失客户
272,1,364.99,0,0,1,001,新客户
123,3,420.12,1,1,1,111,重要价值客户
307,1,78.21,0,0,0,000,流失客户
254,1,33.0,0,0,0,000,流失客户
155,1,103.25,1,0,0,100,重要客户预警流失客户
688,1,65.11,0,0,0,000,流失客户
99,1,309.8,1,0,1,101,频次深耕客户
97,1,113.32,1,0,0,100,重要客户预警流失客户
527,1,279.39,0,0,1,001,新客户
161,1,103.98,1,0,0,100,重要客户预警流失客户
120,1,379.35,1,0,1,101,频次深耕客户
268,1,57.17,0,0,0,000,流失客户
149,1,225.46,1,0,1,101,频次深耕客户
55,1,621.28,1,0,1,101,频次深耕客户
201,1,73.94,1,0,0,100,重要客户预警流失客户
264,1,344.84,0,0,1,001,新客户
329,2,250.0,0,1,1,011,消费潜力客户
435,1,120.87,0,0,0,000,流失客户
268,1,115.45,0,0,0,000,流失客户
70,2,60.39,1,1,0,110,高消费唤醒客户
128,1,35.77,1,0,0,100,重要客户预警流失客户
150,1,113.97,1,0,0,100,重要客户预警流失客户
167,1,98.86,1,0,0,100,重要客户预警流失客户
77,1,165.25,1,0,0,100,重要客户预警流失客户
277,1,49.53,0,0,0,000,流失客户
265,1,72.43,0,0,0,000,流失客户
356,1,75.65,0,0,0,000,流失客户
511,1,17.29,0,0,0,000,流失客户
471,2,2494.72,0,1,1,011,消费潜力客户
55,1,39.47,1,0,0,100,重要客户预警流失客户
398,1,37.6,0,0,0,000,流失客户
200,1,132.09,1,0,0,100,重要客户预警流失客户
280,1,173.82,0,0,0,000,流失客户
268,1,47.05,0,0,0,000,流失客户
152,1,45.22,1,0,0,100,重要客户预警流失客户
545,1,111.37,0,0,0,000,流失客户
302,1,161.01,0,0,0,000,流失客户
309,1,119.32,0,0,0,000,流失客户
178,1,107.09,1,0,0,100,重要客户预警流失客户
466,2,242.04,0,1,1,011,消费潜力客户
149,1,304.36,1,0,1,101,频次深耕客户
521,1,91.85,0,0,0,000,流失客户
141,1,89.35,1,0,0,100,重要客户预警流失客户
276,1,47.5,0,0,0,000,流失客户
237,1,32.38,0,0,0,000,流失客户
303,1,114.34,0,0,0,000,流失客户
100,1,151.78,1,0,0,100,重要客户预警流失客户
64,1,317.16,1,0,1,101,频次深耕客户
346,1,65.71,0,0,0,000,流失客户
219,1,106.87,0,0,0,000,流失客户
497,1,83.1,0,0,0,000,流失客户
108,1,153.72,1,0,0,100,重要客户预警流失客户
110,1,128.55,1,0,0,100,重要客户预警流失客户
266,1,107.78,0,0,0,000,流失客户
113,1,163.89,1,0,0,100,重要客户预警流失客户
20,5,1840.2,1,1,1,111,重要价值客户
447,1,148.28,0,0,0,000,流失客户
143,1,59.06,1,0,0,100,重要客户预警流失客户
12,1,89.21,1,0,0,100,重要客户预警流失客户
224,1,25.15,0,0,0,000,流失客户
14,1,58.99,1,0,0,100,重要客户预警流失客户
231,1,57.1,0,0,0,000,流失客户
348,1,81.72,0,0,0,000,流失客户
332,1,66.74,0,0,0,000,流失客户
245,2,48.71,0,1,0,010,一般客户
267,1,62.69,0,0,0,000,流失客户
369,1,85.75,0,0,0,000,流失客户
125,1,125.34,1,0,0,100,重要客户预警流失客户
98,1,240.41,1,0,1,101,频次深耕客户
182,3,856.89,1,1,1,111,重要价值客户
125,1,174.24,1,0,0,100,重要客户预警流失客户
113,2,175.81,1,1,0,110,高消费唤醒客户
203,1,73.96,1,0,0,100,重要客户预警流失客户
79,1,26.55,1,0,0,100,重要客户预警流失客户
258,1,177.35,0,0,0,000,流失客户
177,1,62.68,1,0,0,100,重要客户预警流失客户
120,1,115.15,1,0,0,100,重要客户预警流失客户
197,3,47.53,1,1,0,110,高消费唤醒客户
345,5,1972.5700000000002,0,1,1,011,消费潜力客户
163,4,1260.96,1,1,1,111,重要价值客户
414,2,248.04,0,1,1,011,消费潜力客户
40,2,413.36,1,1,1,111,重要价值客户
481,1,113.38,0,0,0,000,流失客户
411,1,167.29,0,0,0,000,流失客户
349,1,63.09,0,0,0,000,流失客户
64,1,111.83,1,0,0,100,重要客户预警流失客户
255,1,68.12,0,0,0,000,流失客户
322,1,44.11,0,0,0,000,流失客户
238,1,67.39,0,0,0,000,流失客户
183,1,69.9,1,0,0,100,重要客户预警流失客户
296,1,53.51,0,0,0,000,流失客户
134,2,77.97,1,1,0,110,高消费唤醒客户
201,1,41.1,1,0,0,100,重要客户预警流失客户
48,1,105.51,1,0,0,100,重要客户预警流失客户
118,1,99.9,1,0,0,100,重要客户预警流失客户
337,1,120.47,0,0,0,000,流失客户
492,1,133.95,0,0,0,000,流失客户
464,1,30.6,0,0,0,000,流失客户
26,1,185.64,1,0,0,100,重要客户预警流失客户
58,1,1284.78,1,0,1,101,频次深耕客户
579,2,147.9,0,1,0,010,一般客户
449,1,24.28,0,0,0,000,流失客户
111,1,92.54,1,0,0,100,重要客户预警流失客户
106,2,347.6,1,1,1,111,重要价值客户
121,2,490.44,1,1,1,111,重要价值客户
116,1,126.64,1,0,0,100,重要客户预警流失客户
57,1,390.69,1,0,1,101,频次深耕客户
316,1,117.92,0,0,0,000,流失客户
101,1,54.73,1,0,0,100,重要客户预警流失客户
36,1,399.59,1,0,1,101,频次深耕客户
236,3,441.81000000000006,0,1,1,011,消费潜力客户
28,1,117.9,1,0,0,100,重要客户预警流失客户
176,2,155.69,1,1,0,110,高消费唤醒客户
387,1,80.92,0,0,0,000,流失客户
130,1,200.87,1,0,0,100,重要客户预警流失客户
207,1,44.01,1,0,0,100,重要客户预警流失客户
590,1,49.42,0,0,0,000,流失客户
470,1,64.1,0,0,0,000,流失客户
286,9,33.989999999999995,0,1,0,010,一般客户
225,1,116.94,0,0,0,000,流失客户
138,1,123.31,1,0,0,100,重要客户预警流失客户
145,1,46.39,1,0,0,100,重要客户预警流失客户
187,1,162.45,1,0,0,100,重要客户预警流失客户
229,1,185.84,0,0,0,000,流失客户
216,1,65.05,1,0,0,100,重要客户预警流失客户
335,2,1038.34,0,1,1,011,消费潜力客户
26,1,59.49,1,0,0,100,重要客户预警流失客户
232,1,76.57,0,0,0,000,流失客户
181,1,37.76,1,0,0,100,重要客户预警流失客户
276,1,155.64,0,0,0,000,流失客户
287,1,72.66,0,0,0,000,流失客户
152,1,718.77,1,0,1,101,频次深耕客户
165,1,416.3,1,0,1,101,频次深耕客户
359,1,207.94,0,0,1,001,新客户
83,1,126.74,1,0,0,100,重要客户预警流失客户
110,1,30.23,1,0,0,100,重要客户预警流失客户
405,1,68.02,0,0,0,000,流失客户
278,4,1204.96,0,1,1,011,消费潜力客户
471,1,71.63,0,0,0,000,流失客户
249,1,57.68,0,0,0,000,流失客户
81,1,93.41,1,0,0,100,重要客户预警流失客户
130,1,69.9,1,0,0,100,重要客户预警流失客户
436,1,170.84,0,0,0,000,流失客户
380,1,89.17,0,0,0,000,流失客户
457,1,81.21,0,0,0,000,流失客户
117,1,64.96,1,0,0,100,重要客户预警流失客户
226,1,111.62,0,0,0,000,流失客户
63,1,84.7,1,0,0,100,重要客户预警流失客户
88,1,270.55,1,0,1,101,频次深耕客户
182,1,133.49,1,0,0,100,重要客户预警流失客户
321,1,54.01,0,0,0,000,流失客户
472,1,85.85,0,0,0,000,流失客户
454,2,128.4,0,1,0,010,一般客户
48,1,234.64,1,0,1,101,频次深耕客户
75,1,52.58,1,0,0,100,重要客户预警流失客户
528,1,134.91,0,0,0,000,流失客户
431,1,333.04,0,0,1,001,新客户
363,1,35.84,0,0,0,000,流失客户
172,1,46.43,1,0,0,100,重要客户预警流失客户
219,1,67.5,0,0,0,000,流失客户
217,1,69.03,1,0,0,100,重要客户预警流失客户
10,1,35.34,1,0,0,100,重要客户预警流失客户
545,1,225.19,0,0,1,001,新客户
225,1,42.58,0,0,0,000,流失客户
576,1,327.9,0,0,1,001,新客户
99,1,17.87,1,0,0,100,重要客户预警流失客户
48,4,796.64,1,1,1,111,重要价值客户
252,1,639.28,0,0,1,001,新客户
470,1,60.86,0,0,0,000,流失客户
306,1,42.0,0,0,0,000,流失客户
286,1,77.57,0,0,0,000,流失客户
124,1,82.23,1,0,0,100,重要客户预警流失客户
25,1,127.54,1,0,0,100,重要客户预警流失客户
457,2,147.0,0,1,0,010,一般客户
154,1,108.2,1,0,0,100,重要客户预警流失客户
400,1,173.85,0,0,0,000,流失客户
86,1,193.59,1,0,0,100,重要客户预警流失客户
455,1,162.25,0,0,0,000,流失客户
300,1,163.65,0,0,0,000,流失客户
224,1,667.99,0,0,1,001,新客户
121,1,175.7,1,0,0,100,重要客户预警流失客户
104,2,67.76,1,1,0,110,高消费唤醒客户
279,1,71.53,0,0,0,000,流失客户
242,1,31.38,0,0,0,000,流失客户
331,2,254.32,0,1,1,011,消费潜力客户
539,1,185.48,0,0,0,000,流失客户
377,1,85.83,0,0,0,000,流失客户
527,1,50.42,0,0,0,000,流失客户
118,1,114.85,1,0,0,100,重要客户预警流失客户
297,1,248.88,0,0,1,001,新客户
187,1,47.38,1,0,0,100,重要客户预警流失客户
197,2,210.4,1,1,1,111,重要价值客户
326,1,187.75,0,0,0,000,流失客户
380,1,175.87,0,0,0,000,流失客户
122,1,126.64,1,0,0,100,重要客户预警流失客户
484,1,123.25,0,0,0,000,流失客户
111,1,354.76,1,0,1,101,频次深耕客户
189,1,56.05,1,0,0,100,重要客户预警流失客户
545,1,45.95,0,0,0,000,流失客户
283,1,32.01,0,0,0,000,流失客户
34,1,430.67,1,0,1,101,频次深耕客户
230,3,462.87,0,1,1,011,消费潜力客户
33,1,57.99,1,0,0,100,重要客户预警流失客户
475,1,26.87,0,0,0,000,流失客户
427,1,295.25,0,0,1,001,新客户
83,1,35.77,1,0,0,100,重要客户预警流失客户
105,1,92.64,1,0,0,100,重要客户预警流失客户
313,1,73.34,0,0,0,000,流失客户
182,1,49.84,1,0,0,100,重要客户预警流失客户
26,1,279.91,1,0,1,101,频次深耕客户
139,1,37.38,1,0,0,100,重要客户预警流失客户
169,2,163.89,1,1,0,110,高消费唤醒客户
568,1,66.06,0,0,0,000,流失客户
141,1,47.67,1,0,0,100,重要客户预警流失客户
98,1,77.68,1,0,0,100,重要客户预警流失客户
338,1,348.07,0,0,1,001,新客户
347,1,73.34,0,0,0,000,流失客户
173,1,399.35,1,0,1,101,频次深耕客户
276,1,99.24,0,0,0,000,流失客户
189,1,74.43,1,0,0,100,重要客户预警流失客户
41,1,471.79,1,0,1,101,频次深耕客户
393,1,72.42,0,0,0,000,流失客户
542,2,205.84,0,1,1,011,消费潜力客户
191,1,50.0,1,0,0,100,重要客户预警流失客户
147,1,171.55,1,0,0,100,重要客户预警流失客户
203,1,431.65,1,0,1,101,频次深耕客户
57,1,153.31,1,0,0,100,重要客户预警流失客户
101,1,207.26,1,0,1,101,频次深耕客户
452,1,311.18,0,0,1,001,新客户
74,1,65.44,1,0,0,100,重要客户预警流失客户
118,1,61.23,1,0,0,100,重要客户预警流失客户
461,1,151.7,0,0,0,000,流失客户
59,1,245.95,1,0,1,101,频次深耕客户
139,1,91.45,1,0,0,100,重要客户预警流失客户
82,1,64.28,1,0,0,100,重要客户预警流失客户
26,1,232.45,1,0,1,101,频次深耕客户
559,2,84.11,0,1,0,010,一般客户
38,1,302.38,1,0,1,101,频次深耕客户
104,1,903.03,1,0,1,101,频次深耕客户
187,1,187.41,1,0,0,100,重要客户预警流失客户
187,1,36.1,1,0,0,100,重要客户预警流失客户
105,1,62.06,1,0,0,100,重要客户预警流失客户
535,1,115.9,0,0,0,000,流失客户
24,1,24.79,1,0,0,100,重要客户预警流失客户
8,1,53.73,1,0,0,100,重要客户预警流失客户
283,1,1132.63,0,0,1,001,新客户
73,2,644.04,1,1,1,111,重要价值客户
29,1,113.43,1,0,0,100,重要客户预警流失客户
381,1,98.59,0,0,0,000,流失客户
316,2,251.49,0,1,1,011,消费潜力客户
210,1,265.85,1,0,1,101,频次深耕客户
344,1,53.01,0,0,0,000,流失客户
182,1,51.0,1,0,0,100,重要客户预警流失客户
181,1,147.26,1,0,0,100,重要客户预警流失客户
49,1,57.37,1,0,0,100,重要客户预警流失客户
55,2,866.28,1,1,1,111,重要价值客户
300,1,136.3,0,0,0,000,流失客户
206,1,163.69,1,0,0,100,重要客户预警流失客户
383,1,191.11,0,0,0,000,流失客户
100,1,157.78,1,0,0,100,重要客户预警流失客户
36,1,40.58,1,0,0,100,重要客户预警流失客户
82,1,173.89,1,0,0,100,重要客户预警流失客户
207,1,109.21,1,0,0,100,重要客户预警流失客户
227,2,191.08,0,1,0,010,一般客户
23,1,118.03,1,0,0,100,重要客户预警流失客户
2,1,165.14,1,0,0,100,重要客户预警流失客户
65,1,74.39,1,0,0,100,重要客户预警流失客户
377,1,162.47,0,0,0,000,流失客户
54,1,110.46,1,0,0,100,重要客户预警流失客户
23,1,196.49,1,0,0,100,重要客户预警流失客户
179,1,106.38,1,0,0,100,重要客户预警流失客户
270,1,158.13,0,0,0,000,流失客户
278,1,125.29,0,0,0,000,流失客户
480,2,150.92,0,1,0,010,一般客户
319,3,65.71000000000001,0,1,0,010,一般客户
22,1,60.7,1,0,0,100,重要客户预警流失客户
71,1,224.96,1,0,1,101,频次深耕客户
274,1,193.99,0,0,0,000,流失客户
460,1,47.0,0,0,0,000,流失客户
68,1,248.74,1,0,1,101,频次深耕客户
31,1,65.01,1,0,0,100,重要客户预警流失客户
58,1,196.92,1,0,0,100,重要客户预警流失客户
275,1,76.08,0,0,0,000,流失客户
22,1,81.26,1,0,0,100,重要客户预警流失客户
54,1,138.11,1,0,0,100,重要客户预警流失客户
506,2,111.12,0,1,0,010,一般客户
167,1,186.84,1,0,0,100,重要客户预警流失客户
22,1,168.29,1,0,0,100,重要客户预警流失客户
20,1,58.37,1,0,0,100,重要客户预警流失客户
56,1,32.44,1,0,0,100,重要客户预警流失客户
379,1,363.95,0,0,1,001,新客户
103,2,83.64999999999999,1,1,0,110,高消费唤醒客户
20,2,102.16999999999999,1,1,0,110,高消费唤醒客户
193,1,20.03,1,0,0,100,重要客户预警流失客户
285,1,75.07,0,0,0,000,流失客户
14,1,181.95,1,0,0,100,重要客户预警流失客户
317,1,53.09,0,0,0,000,流失客户
506,1,29.74,0,0,0,000,流失客户
28,1,95.85,1,0,0,100,重要客户预警流失客户
567,1,169.99,0,0,0,000,流失客户
339,1,133.05,0,0,0,000,流失客户
284,1,41.78,0,0,0,000,流失客户
383,1,49.0,0,0,0,000,流失客户
113,1,55.56,1,0,0,100,重要客户预警流失客户
270,1,67.98,0,0,0,000,流失客户
71,1,120.68,1,0,0,100,重要客户预警流失客户
431,1,75.62,0,0,0,000,流失客户
